name,cont_estres_R1,cont_estres_R2,cont_estres_R3,control_R1,control_R2,ctrl_N7_XT17_R1,ctrl_N7_XT17_R2,ctrl_N7_XT17_R3,estres_N7_XT17_R1,estres_N7_XT17_R2,estres_N7_XT17_R3
AVESA.00001b.r3.1Ag0002385,14,21,26,25,16,6,18,19,18,22,23
AVESA.00001b.r3.1Ag0002386,3,4,4,4,3,4,4,3,3,0,1
AVESA.00001b.r3.1Ag0002387,2,6,12,6,2,0,4,5,7,7,11
AVESA.00001b.r3.1Ag0002388,2,1,4,3,2,0,4,4,2,3,4
AVESA.00001b.r3.1Ag0002389,6,24,6,8,8,0,9,7,9,19,18
AVESA.00001b.r3.1Ag0002390,2,0,1,4,0,0,0,3,0,0,2
AVESA.00001b.r3.1Ag0002391,2,12,0,2,2,0,2,3,0,7,5
AVESA.00001b.r3.1Ag0002392,0,0,0,0,0,0,0,1,0,0,0
AVESA.00001b.r3.1Ag0002393,0,2,6,2,0,0,0,1,0,4,4
AVESA.00001b.r3.1Ag0002394,8,8,14,2,10,2,6,6,10,14,8
AVESA.00001b.r3.1Ag0002395,0,0,4,0,4,0,0,2,1,3,2
AVESA.00001b.r3.1Ag0002396,2,0,0,0,6,0,0,0,2,1,5
AVESA.00001b.r3.1Ag0002397,14,19,27,6,21,7,11,15,23,15,35
AVESA.00001b.r3.1Ag0002398,14,20,21,21,18,6,13,8,13,17,17
AVESA.00001b.r3.1Ag0002399,181,182,140,71,213,69,87,49,166,136,293
AVESA.00001b.r3.1Ag0002400,11,7,19,17,10,24,17,15,30,7,22
AVESA.00001b.r3.1Ag0002401,142,132,95,46,147,81,60,56,106,123,165
AVESA.00001b.r3.1Ag0002402,41,74,84,85,84,35,72,97,93,75,93
AVESA.00001b.r3.1Ag0002403,2,2,4,2,0,0,2,0,2,0,2
AVESA.00001b.r3.1Ag0002404,0,0,0,0,0,0,2,0,2,1,3
AVESA.00001b.r3.1Ag0002405,16,15,19,14,14,15,9,6,17,14,12
AVESA.00001b.r3.1Ag0002406,0,0,2,2,2,0,2,2,0,1,0
AVESA.00001b.r3.1Ag0002407,12,0,10,8,4,2,3,1,4,4,0
AVESA.00001b.r3.1Ag0002408,3,2,6,6,2,2,4,4,5,3,12
AVESA.00001b.r3.1Ag0002409,0,0,0,0,0,2,0,0,0,0,0
AVESA.00001b.r3.1Ag0002410,0,2,2,0,0,0,0,1,0,0,2
AVESA.00001b.r3.1Ag0002411,0,0,0,0,0,0,0,0,0,0,0
AVESA.00001b.r3.1Ag0002412,56,141,93,111,106,53,102,81,55,121,71
AVESA.00001b.r3.1Ag0002413,0,0,0,0,0,0,2,2,0,3,0
AVESA.00001b.r3.1Ag0002414,1,0,0,0,0,0,0,1,0,2,0
AVESA.00001b.r3.1Ag0002415,0,0,0,0,0,0,0,0,0,0,0
AVESA.00001b.r3.1Ag0002416,4,0,1,2,0,0,0,2,2,0,2
AVESA.00001b.r3.1Ag0002417,29,20,20,20,20,12,33,15,8,14,16
AVESA.00001b.r3.1Ag0002418,24,33,24,18,12,22,10,27,7,14,22
AVESA.00001b.r3.1Ag0002419,47,39,41,30,40,18,33,30,44,31,45
AVESA.00001b.r3.1Ag0002420,2,0,0,0,0,0,2,0,0,0,0
AVESA.00001b.r3.1Ag0002421,1,3,2,0,2,9,4,0,2,0,2
AVESA.00001b.r3.1Ag0002422,2,10,0,10,11,4,12,6,11,5,13
AVESA.00001b.r3.1Ag0002423,93,189,165,115,141,47,144,139,169,160,188
AVESA.00001b.r3.1Ag0002424,11,20,18,11,15,0,10,18,20,14,31
AVESA.00001b.r3.1Ag0002425,5,10,11,5,4,0,21,9,4,5,4
AVESA.00001b.r3.1Ag0002426,0,0,0,0,0,0,0,1,2,0,0
AVESA.00001b.r3.1Ag0002427,22,32,32,23,27,9,13,20,37,19,30
AVESA.00001b.r3.1Ag0002428,6,11,13,9,4,2,17,15,18,4,5
AVESA.00001b.r3.1Ag0002429,10,5,6,1,15,2,9,5,8,10,15
AVESA.00001b.r3.1Ag0002430,9,0,2,3,0,8,0,1,3,3,5
AVESA.00001b.r3.1Ag0002431,8,10,6,0,6,2,10,16,8,9,14
AVESA.00001b.r3.1Ag0002432,2,7,2,2,0,2,2,7,2,1,9
AVESA.00001b.r3.1Ag0002433,4,9,4,6,6,0,13,15,13,10,2
AVESA.00001b.r3.1Ag0002434,2,2,2,0,0,0,0,0,0,0,2
AVESA.00001b.r3.1Ag0002435,32,39,57,42,44,25,63,56,28,59,63
AVESA.00001b.r3.1Ag0002436,0,0,0,0,0,0,0,0,0,0,0
AVESA.00001b.r3.1Ag0002437,0,0,0,0,0,0,0,0,0,0,0
AVESA.00001b.r3.1Ag0002438,195,348,268,228,316,66,179,172,149,266,225
AVESA.00001b.r3.1Ag0002439,6,4,0,2,2,0,3,5,10,4,8
AVESA.00001b.r3.1Ag0002440,13,20,24,24,8,16,20,21,20,15,28
AVESA.00001b.r3.1Ag0002441,2,0,7,2,2,2,5,6,5,0,2
AVESA.00001b.r3.1Ag0002442,0,0,2,4,0,0,0,2,3,2,2
AVESA.00001b.r3.1Ag0002443,6,2,2,4,3,0,4,2,3,3,10
AVESA.00001b.r3.1Ag0002444,2,2,4,5,4,0,6,7,7,1,11
AVESA.00001b.r3.1Ag0002445,17,7,6,6,6,2,6,9,12,7,6
AVESA.00001b.r3.1Ag0002446,4,14,6,10,5,0,6,8,6,5,6
AVESA.00001b.r3.1Ag0002447,52,63,90,98,66,14,68,72,38,85,57
AVESA.00001b.r3.1Ag0002448,57,49,50,49,41,36,52,52,34,31,49
AVESA.00001b.r3.1Ag0002449,0,2,5,2,3,0,4,1,0,0,2
AVESA.00001b.r3.1Ag0002450,52,97,134,96,102,10,116,107,85,120,143
AVESA.00001b.r3.1Ag0002451,8,4,12,10,7,6,8,7,13,5,13
AVESA.00001b.r3.1Ag0002452,17,13,23,10,11,8,22,11,30,12,19
AVESA.00001b.r3.1Ag0002453,19,10,16,29,4,16,30,33,20,19,27
AVESA.00001b.r3.1Ag0002454,16,20,19,8,2,0,8,9,7,10,15
AVESA.00001b.r3.1Ag0002455,4,6,4,4,3,2,0,3,0,1,3
AVESA.00001b.r3.1Ag0002456,1,0,1,1,1,0,0,2,2,2,3
AVESA.00001b.r3.1Ag0002457,1,1,2,0,0,2,0,0,1,0,0
AVESA.00001b.r3.1Ag0002458,14,8,14,3,11,0,3,2,11,2,9
AVESA.00001b.r3.1Ag0002459,21,20,32,25,29,14,20,19,20,14,30
AVESA.00001b.r3.1Ag0002460,6,5,3,4,2,2,0,8,4,3,8
AVESA.00001b.r3.1Ag0002461,13,20,28,23,12,2,10,15,16,21,12
AVESA.00001b.r3.1Ag0002462,16,14,24,6,14,6,18,12,28,18,15
AVESA.00001b.r3.1Ag0002463,0,0,2,0,2,0,2,3,2,3,0
AVESA.00001b.r3.1Ag0002464,0,0,0,0,0,0,0,0,0,0,0
AVESA.00001b.r3.1Ag0002465,35,41,42,41,34,23,46,22,48,45,65
AVESA.00001b.r3.1Ag0002466,24,15,21,19,19,9,21,34,24,25,14
AVESA.00001b.r3.1Ag0002467,12,6,2,5,5,2,13,8,8,7,2
AVESA.00001b.r3.1Ag0002468,0,1,0,0,0,0,1,0,0,0,1
AVESA.00001b.r3.1Ag0002469,4,0,4,0,3,0,4,8,0,1,2
AVESA.00001b.r3.1Ag0002470,13,26,13,18,15,2,21,26,11,38,12
AVESA.00001b.r3.1Ag0002471,1,0,0,0,0,0,0,0,0,0,0
AVESA.00001b.r3.1Ag0002472,8,5,7,5,4,0,2,3,7,0,8
AVESA.00001b.r3.1Ag0002473,25,26,42,16,33,10,18,26,55,22,42
AVESA.00001b.r3.1Ag0002474,28,15,23,10,17,8,41,30,14,19,11
AVESA.00001b.r3.1Ag0002475,4,5,7,1,2,0,5,3,9,6,8
AVESA.00001b.r3.1Ag0002476,157,75,108,130,214,463,289,390,121,125,119
AVESA.00001b.r3.1Ag0002477,0,0,0,0,1,2,2,6,2,1,0
AVESA.00001b.r3.1Ag0002478,34,44,33,25,30,13,25,29,45,27,27
AVESA.00001b.r3.1Ag0002479,0,0,0,0,0,0,0,0,0,0,0
AVESA.00001b.r3.1Ag0002480,0,0,0,0,0,0,0,0,0,0,0
AVESA.00001b.r3.1Ag0002481,20,23,12,26,17,8,32,41,10,85,19
AVESA.00001b.r3.1Ag0002482,0,0,2,0,2,0,2,0,2,0,0
AVESA.00001b.r3.1Ag0002483,16,18,20,25,20,0,21,22,35,9,35
AVESA.00001b.r3.1Ag0002484,202,385,290,240,292,93,291,253,268,277,290
AVESA.00001b.r3.1Ag0002485,71,55,51,48,34,23,53,60,38,45,52
AVESA.00001b.r3.1Ag0002486,228,283,312,334,297,342,454,459,204,369,378
AVESA.00001b.r3.1Ag0002487,0,0,0,0,0,0,2,0,2,1,2
AVESA.00001b.r3.1Ag0002488,0,6,7,2,5,0,2,3,3,12,6
AVESA.00001b.r3.1Ag0002489,38,72,48,24,46,13,35,59,55,70,76
AVESA.00001b.r3.1Ag0002490,114,146,150,150,89,104,90,102,171,95,176
AVESA.00001b.r3.1Ag0002491,0,0,0,0,0,0,0,0,0,0,0
AVESA.00001b.r3.1Ag0002492,3,2,4,0,0,0,0,2,4,2,4
AVESA.00001b.r3.1Ag0002493,47,34,24,32,14,0,54,24,30,48,47
AVESA.00001b.r3.1Ag0002494,15,14,7,6,10,2,6,6,6,19,15
AVESA.00001b.r3.1Ag0002495,2,0,2,4,0,2,2,0,6,3,2
AVESA.00001b.r3.1Ag0002496,16,13,8,6,9,4,4,19,12,12,25
AVESA.00001b.r3.1Ag0002497,31,48,52,30,34,9,26,34,38,25,44
AVESA.00001b.r3.1Ag0002498,0,0,0,0,0,0,0,0,0,0,0
AVESA.00001b.r3.1Ag0002499,0,0,2,4,4,0,4,6,3,4,5
AVESA.00001b.r3.1Ag0002500,4,13,10,25,16,4,15,14,13,19,12
AVESA.00001b.r3.1Ag0002501,66,47,52,42,71,61,45,45,56,41,60
AVESA.00001b.r3.1Ag0002502,2,4,2,2,3,0,4,2,2,3,2
AVESA.00001b.r3.1Ag0002503,0,2,3,0,8,0,0,5,0,2,2
AVESA.00001b.r3.1Ag0002504,6,23,26,18,28,0,34,20,17,23,22
AVESA.00001b.r3.1Ag0002505,2,0,0,4,2,0,0,6,2,1,5
AVESA.00001b.r3.1Ag0002506,30,29,43,36,38,4,44,27,43,35,46
AVESA.00001b.r3.1Ag0002507,0,0,0,2,0,4,4,0,0,0,2
AVESA.00001b.r3.1Ag0002508,27,18,25,20,27,11,44,23,17,22,28
AVESA.00001b.r3.1Ag0002509,175,104,159,85,103,74,130,196,126,151,154
AVESA.00001b.r3.1Ag0002510,19,14,28,22,30,8,33,23,23,24,44
AVESA.00001b.r3.1Ag0002511,0,0,0,0,0,0,0,0,0,0,1
AVESA.00001b.r3.1Ag0002512,138,98,68,68,61,30,65,66,113,61,142
AVESA.00001b.r3.1Ag0002513,26,24,24,24,20,7,26,20,21,19,24
AVESA.00001b.r3.1Ag0002514,11,10,13,13,16,2,11,25,23,14,20
AVESA.00001b.r3.1Ag0002515,0,0,4,0,0,0,0,0,0,0,0
AVESA.00001b.r3.1Ag0002516,0,0,0,0,0,0,0,0,0,0,0
AVESA.00001b.r3.1Ag0002517,81,246,171,176,180,80,125,136,107,79,123
AVESA.00001b.r3.1Ag0002518,37,52,86,95,69,16,32,29,51,46,61
AVESA.00001b.r3.1Ag0002519,0,0,0,0,0,0,0,0,0,0,0
AVESA.00001b.r3.1Ag0002520,204,232,271,322,324,255,333,288,218,343,326
AVESA.00001b.r3.1Ag0002521,7,3,4,5,2,0,2,5,5,0,9
AVESA.00001b.r3.1Ag0002522,17,12,23,15,16,12,17,17,11,14,21
AVESA.00001b.r3.1Ag0002523,13,19,23,14,21,4,25,12,23,14,24
AVESA.00001b.r3.1Ag0002524,8,14,10,10,9,0,6,3,16,18,36
AVESA.00001b.r3.1Ag0002525,6,3,3,11,4,2,1,2,7,2,6
AVESA.00001b.r3.1Ag0002526,309,358,256,192,415,193,282,295,275,357,267
AVESA.00001b.r3.1Ag0002527,274,383,266,297,339,236,338,324,289,281,249
AVESA.00001b.r3.1Ag0002528,0,0,2,2,0,1,0,1,3,0,4
AVESA.00001b.r3.1Ag0002529,0,2,2,0,3,0,2,1,2,4,0
AVESA.00001b.r3.1Ag0002530,69,68,76,85,76,113,70,61,63,65,82
AVESA.00001b.r3.1Ag0002531,0,0,0,0,0,0,2,0,0,0,0
AVESA.00001b.r3.1Ag0002532,0,0,0,0,0,0,0,0,0,0,0
AVESA.00001b.r3.1Ag0002533,0,0,0,0,1,0,0,0,0,0,0
AVESA.00001b.r3.1Ag0002534,10,8,9,2,6,0,3,4,13,3,5
AVESA.00001b.r3.1Ag0002535,17,21,29,26,27,14,20,16,23,20,24
AVESA.00001b.r3.1Ag0002536,31,31,42,38,65,16,75,65,45,35,49
AVESA.00001b.r3.1Ag0002537,9,7,8,9,5,2,17,5,0,8,15
AVESA.00001b.r3.1Ag0002538,31,17,49,52,15,2,65,78,44,46,45
AVESA.00001b.r3.1Ag0002539,20,24,21,46,35,11,34,30,24,28,19
AVESA.00001b.r3.1Ag0002540,0,0,0,2,0,0,0,2,0,1,0
AVESA.00001b.r3.1Ag0002541,3,5,10,5,4,2,10,7,10,8,2
AVESA.00001b.r3.1Ag0002542,0,0,0,0,0,6,2,2,0,0,0
AVESA.00001b.r3.1Ag0002543,2,0,7,5,1,0,3,4,1,1,4
AVESA.00001b.r3.1Ag0002544,55,31,41,41,56,39,27,29,67,32,53
AVESA.00001b.r3.1Ag0002545,5,0,6,2,9,7,16,5,9,9,13
AVESA.00001b.r3.1Ag0002546,0,0,0,0,0,0,0,0,0,0,0
AVESA.00001b.r3.1Ag0002547,30,31,28,15,23,1,13,18,43,20,32
AVESA.00001b.r3.1Ag0002548,45,61,93,44,54,15,60,50,52,42,48
AVESA.00001b.r3.1Ag0002549,0,5,3,1,0,0,3,2,3,2,3
AVESA.00001b.r3.1Ag0002550,12,11,22,9,23,9,11,12,6,11,19
AVESA.00001b.r3.1Ag0002551,0,0,1,0,0,0,0,0,2,0,4
AVESA.00001b.r3.1Ag0002552,0,0,0,0,0,0,0,0,0,0,0
AVESA.00001b.r3.1Ag0002553,78,22,59,30,26,58,71,115,59,16,33
AVESA.00001b.r3.1Ag0002554,0,0,0,0,0,0,0,0,0,0,0
AVESA.00001b.r3.1Ag0002555,1,0,3,0,3,0,2,1,0,1,4
AVESA.00001b.r3.1Ag0002556,0,0,0,0,0,0,0,0,0,0,0
AVESA.00001b.r3.1Ag0002557,8,6,2,2,9,2,7,5,2,7,2
AVESA.00001b.r3.1Ag0002558,0,2,6,0,2,2,3,3,0,1,2
AVESA.00001b.r3.1Ag0002559,2,13,7,2,2,2,8,6,6,7,9
AVESA.00001b.r3.1Ag0002560,0,0,1,0,1,0,0,0,0,0,0
AVESA.00001b.r3.1Ag0002561,1,1,3,4,6,17,7,16,7,7,4
AVESA.00001b.r3.1Ag0002562,11,0,6,2,7,4,2,6,5,4,8
AVESA.00001b.r3.1Ag0002563,15,19,18,18,18,10,6,15,10,15,10
AVESA.00001b.r3.1Ag0002564,19,1,11,6,4,0,6,13,12,5,11
AVESA.00001b.r3.1Ag0002565,0,0,0,0,0,0,0,0,0,0,0
AVESA.00001b.r3.1Ag0002566,10,22,8,5,4,3,9,8,11,13,16
AVESA.00001b.r3.1Ag0002567,31,28,26,15,16,10,27,36,23,27,24
AVESA.00001b.r3.1Ag0002568,0,2,6,2,2,0,2,0,2,2,1
AVESA.00001b.r3.1Ag0002569,5,0,2,0,1,0,2,2,2,1,8
AVESA.00001b.r3.1Ag0002570,0,7,4,0,8,0,2,2,4,4,10
AVESA.00001b.r3.1Ag0002571,7,4,6,4,0,0,0,2,8,3,2
AVESA.00001b.r3.1Ag0002572,4,0,0,0,2,4,2,3,2,0,0
AVESA.00001b.r3.1Ag0002573,2,0,0,0,2,0,0,0,4,1,4
AVESA.00001b.r3.1Ag0002574,7,10,9,8,4,3,8,4,7,3,14
AVESA.00001b.r3.1Ag0002575,11,13,5,1,4,4,8,10,8,6,17
AVESA.00001b.r3.1Ag0002576,24,18,29,25,14,2,41,38,39,22,51
AVESA.00001b.r3.1Ag0002577,0,0,0,0,0,0,0,0,0,0,0
AVESA.00001b.r3.1Ag0002578,2,2,0,0,0,0,2,4,0,0,0
AVESA.00001b.r3.1Ag0002579,0,6,6,2,5,0,0,7,8,4,2
AVESA.00001b.r3.1Ag0002580,2,0,2,4,0,0,2,1,0,0,0
AVESA.00001b.r3.1Ag0002581,4,4,0,0,0,0,3,1,0,1,4
AVESA.00001b.r3.1Ag0002582,40,61,48,29,61,10,55,58,50,37,36
AVESA.00001b.r3.1Ag0002583,1,2,0,0,0,2,0,2,0,0,0
AVESA.00001b.r3.1Ag0002584,0,0,0,0,0,0,0,0,0,0,0
AVESA.00001b.r3.1Ag0002585,0,0,2,0,0,0,0,2,0,0,0
AVESA.00001b.r3.1Ag0002586,0,0,0,2,0,0,0,1,0,0,0
AVESA.00001b.r3.1Ag0002587,0,0,0,0,0,0,0,0,0,2,2
AVESA.00001b.r3.1Ag0002588,4,0,2,2,2,0,0,2,2,0,4
AVESA.00001b.r3.1Ag0002589,0,0,0,0,0,0,2,0,0,2,0
AVESA.00001b.r3.1Ag0002590,8,8,18,11,10,12,11,10,7,15,22
AVESA.00001b.r3.1Ag0002591,14,11,4,16,24,18,12,17,11,13,14
AVESA.00001b.r3.1Ag0002592,2,0,0,0,0,0,0,0,0,1,0
AVESA.00001b.r3.1Ag0002593,0,5,0,1,0,0,0,4,2,0,1
AVESA.00001b.r3.1Ag0002594,3,10,18,11,10,16,7,3,24,9,12
AVESA.00001b.r3.1Ag0002595,0,2,2,0,0,0,2,0,2,1,0
AVESA.00001b.r3.1Ag0002596,6,2,6,4,11,0,3,11,5,3,11
AVESA.00001b.r3.1Ag0002597,0,0,0,0,2,0,0,0,0,0,0
AVESA.00001b.r3.1Ag0002598,20,8,11,6,16,8,13,9,20,7,30
AVESA.00001b.r3.1Ag0002599,0,0,1,0,0,0,0,0,2,1,2
AVESA.00001b.r3.1Ag0002600,21,15,20,16,19,36,29,14,14,10,9
AVESA.00001b.r3.1Ag0002601,2,10,7,3,8,1,2,5,6,3,10
AVESA.00001b.r3.1Ag0002602,74,61,59,51,73,39,139,104,85,64,81
AVESA.00001b.r3.1Ag0002603,96,133,155,164,120,60,165,178,132,144,165
AVESA.00001b.r3.1Ag0002604,2,2,0,0,0,0,2,1,2,0,0
AVESA.00001b.r3.1Ag0002605,0,0,0,4,3,0,1,0,4,3,0
AVESA.00001b.r3.1Ag0002606,16,14,20,7,16,0,8,12,8,6,17
AVESA.00001b.r3.1Ag0002607,5,3,3,3,1,0,0,0,4,1,2
AVESA.00001b.r3.1Ag0002608,0,0,0,2,0,0,0,0,0,1,0
AVESA.00001b.r3.1Ag0002609,1,5,3,1,0,0,6,1,7,1,4
AVESA.00001b.r3.1Ag0002610,48,41,87,60,71,62,58,75,82,52,95
AVESA.00001b.r3.1Ag0002611,7,6,5,0,7,0,2,3,2,0,6
AVESA.00001b.r3.1Ag0002612,0,2,0,0,0,0,0,0,2,0,0
AVESA.00001b.r3.1Ag0002613,2,0,2,2,0,0,2,0,1,0,7
AVESA.00001b.r3.1Ag0002614,87,129,103,55,63,33,74,73,111,71,94
AVESA.00001b.r3.1Ag0002615,6,3,11,11,20,0,14,17,19,10,13
AVESA.00001b.r3.1Ag0002616,266,263,211,72,293,139,175,96,183,365,353
AVESA.00001b.r3.1Ag0002617,0,1,2,6,4,0,1,0,5,2,3
AVESA.00001b.r3.1Ag0002618,0,2,0,0,0,0,0,0,0,0,0
AVESA.00001b.r3.1Ag0002619,0,0,0,0,0,0,0,0,0,0,0
AVESA.00001b.r3.1Ag0002620,10,14,31,19,16,2,20,16,25,10,17
AVESA.00001b.r3.1Ag0002621,3,18,16,10,10,0,8,6,12,11,14
AVESA.00001b.r3.1Ag0002622,0,0,0,0,2,0,2,1,0,0,0
AVESA.00001b.r3.1Ag0002623,0,0,0,0,0,0,0,0,0,0,0
AVESA.00001b.r3.1Ag0002624,0,0,0,0,0,0,0,0,0,0,0
AVESA.00001b.r3.1Ag0002625,0,0,0,0,0,0,0,0,0,0,0
AVESA.00001b.r3.1Ag0002626,0,0,0,0,0,0,0,0,0,0,0
AVESA.00001b.r3.1Ag0002627,42,25,28,9,28,7,10,24,43,21,41
AVESA.00001b.r3.1Ag0002628,0,0,0,0,2,0,0,0,3,0,0
AVESA.00001b.r3.1Ag0002629,1,0,0,0,2,0,0,0,4,0,2
AVESA.00001b.r3.1Ag0002630,0,1,0,0,0,0,0,1,0,0,0
AVESA.00001b.r3.1Ag0002631,63,110,130,102,114,34,143,156,97,144,99
AVESA.00001b.r3.1Ag0002632,240,398,437,325,359,80,357,308,400,372,448
AVESA.00001b.r3.1Ag0002633,2,2,0,0,0,0,0,0,0,0,0
AVESA.00001b.r3.1Ag0002634,4,0,0,0,0,0,2,0,0,2,0
AVESA.00001b.r3.1Ag0002635,0,0,0,0,0,0,2,2,2,1,0
AVESA.00001b.r3.1Ag0002636,0,2,0,1,0,2,0,2,3,1,0
AVESA.00001b.r3.1Ag0002637,0,0,0,0,0,0,0,0,0,0,0
AVESA.00001b.r3.1Ag0002638,2,12,7,3,8,2,4,2,17,0,0
AVESA.00001b.r3.1Ag0002639,0,7,4,1,0,0,1,3,4,1,2
AVESA.00001b.r3.1Ag0002640,0,0,4,2,3,0,0,1,0,3,5
AVESA.00001b.r3.1Ag0002641,4,5,0,2,0,0,6,2,4,3,6
AVESA.00001b.r3.1Ag0002642,0,0,0,0,0,0,0,0,0,0,0
AVESA.00001b.r3.1Ag0002643,7,4,1,5,10,4,5,5,11,1,8
AVESA.00001b.r3.1Ag0002644,19,25,28,13,18,21,10,15,28,4,27
AVESA.00001b.r3.1Ag0002645,0,4,0,2,0,0,1,1,2,1,2
AVESA.00001b.r3.1Ag0002646,0,0,5,1,0,0,1,4,3,1,1
AVESA.00001b.r3.1Ag0002647,0,0,2,0,0,0,1,1,0,0,0
AVESA.00001b.r3.1Ag0002648,31,18,36,22,25,36,28,32,10,33,27
AVESA.00001b.r3.1Ag0002649,36,71,77,54,32,10,57,37,81,43,51
AVESA.00001b.r3.1Ag0002650,0,0,0,0,0,0,0,0,0,0,0
AVESA.00001b.r3.1Ag0002651,2,2,0,2,0,0,0,2,4,1,2
AVESA.00001b.r3.1Ag0002652,22,18,22,26,14,2,34,32,52,13,14
AVESA.00001b.r3.1Ag0002653,29,20,30,11,41,12,19,21,28,23,28
AVESA.00001b.r3.1Ag0002654,0,6,2,2,2,0,0,2,2,0,1
AVESA.00001b.r3.1Ag0002655,4,4,2,0,8,0,0,4,2,4,2
AVESA.00001b.r3.1Ag0002656,2,4,0,2,2,0,0,0,7,0,6
AVESA.00001b.r3.1Ag0002657,10,11,20,10,14,2,13,13,10,12,22
AVESA.00001b.r3.1Ag0002658,70,92,89,53,82,23,83,74,102,58,115
AVESA.00001b.r3.1Ag0002659,0,0,0,0,0,0,0,0,0,0,0
AVESA.00001b.r3.1Ag0002660,0,0,0,2,0,0,0,0,0,2,0
AVESA.00001b.r3.1Ag0002661,1,0,2,0,3,0,0,0,3,1,6
AVESA.00001b.r3.1Ag0002662,0,6,4,1,3,0,0,4,1,3,7
AVESA.00001b.r3.1Ag0002663,2,2,10,3,4,0,2,2,3,0,2
AVESA.00001b.r3.1Ag0002664,3,8,4,2,6,0,0,0,0,5,6
AVESA.00001b.r3.1Ag0002665,0,1,2,0,0,0,0,0,0,2,4
AVESA.00001b.r3.1Ag0002666,0,0,0,0,0,0,0,0,0,0,0
AVESA.00001b.r3.1Ag0002667,2,0,2,0,2,0,4,0,2,2,2
AVESA.00001b.r3.1Ag0002668,6,12,9,4,6,4,8,6,6,7,10
AVESA.00001b.r3.1Ag0002669,0,1,6,0,0,0,2,0,1,1,7
AVESA.00001b.r3.1Ag0002670,2,0,0,0,0,0,2,3,0,0,3
AVESA.00001b.r3.1Ag0002671,0,0,0,0,0,0,0,0,0,0,0
AVESA.00001b.r3.1Ag0002672,0,13,2,2,2,0,4,3,6,3,11
AVESA.00001b.r3.1Ag0002673,0,0,0,0,0,0,0,0,0,0,0
AVESA.00001b.r3.1Ag0002674,0,2,3,0,4,0,3,4,0,4,0
AVESA.00001b.r3.1Ag0002675,0,0,1,0,0,0,0,0,0,2,0
AVESA.00001b.r3.1Ag0002676,0,4,2,0,0,2,0,0,2,0,0
AVESA.00001b.r3.1Ag0002677,4,2,2,4,3,0,6,6,0,2,6
AVESA.00001b.r3.1Ag0002678,1,2,12,4,10,2,0,6,7,5,6
AVESA.00001b.r3.1Ag0002679,2,2,0,0,5,0,0,2,2,0,4
AVESA.00001b.r3.1Ag0002680,53,6,19,34,14,74,37,53,43,7,17
AVESA.00001b.r3.1Ag0002681,54,112,113,72,87,8,51,85,103,82,141
AVESA.00001b.r3.1Ag0002682,0,0,1,1,0,0,0,1,0,0,0
AVESA.00001b.r3.1Ag0002683,9,9,6,4,1,0,4,8,17,7,20
AVESA.00001b.r3.1Ag0002684,49,21,31,18,26,61,16,19,30,17,28
AVESA.00001b.r3.1Ag0002685,0,4,0,0,0,0,0,0,0,0,0
AVESA.00001b.r3.1Ag0002686,27,48,53,67,49,20,50,39,67,37,75
AVESA.00001b.r3.1Ag0002687,30,34,64,34,36,21,51,51,39,39,60
AVESA.00001b.r3.1Ag0002688,8,6,22,12,2,0,4,7,8,3,38
AVESA.00001b.r3.1Ag0002689,12,20,22,12,10,4,14,11,15,17,30
AVESA.00001b.r3.1Ag0002690,2,2,2,2,3,2,2,1,4,2,6
AVESA.00001b.r3.1Ag0002691,6,2,18,6,4,2,6,14,4,3,14
AVESA.00001b.r3.1Ag0002692,0,4,4,1,1,0,8,2,3,4,4
AVESA.00001b.r3.1Ag0002693,0,4,0,0,8,0,17,7,0,8,6
AVESA.00001b.r3.1Ag0002694,4,13,20,9,10,5,17,8,7,21,13
AVESA.00001b.r3.1Ag0002695,2,0,8,0,0,0,2,4,2,4,0
AVESA.00001b.r3.1Ag0002696,10,8,6,5,6,2,2,2,1,6,1
AVESA.00001b.r3.1Ag0002697,5,9,13,7,8,2,7,13,6,7,7
AVESA.00001b.r3.1Ag0002698,0,0,0,0,0,0,0,0,0,0,0
AVESA.00001b.r3.1Ag0002699,0,0,0,0,0,0,0,0,0,0,0
AVESA.00001b.r3.1Ag0002700,3,2,0,5,1,0,5,0,5,0,1
AVESA.00001b.r3.1Ag0002701,0,0,0,0,0,0,0,0,0,0,0
AVESA.00001b.r3.1Ag0002702,0,0,0,0,0,0,0,0,0,0,0
AVESA.00001b.r3.1Ag0002703,1,0,0,0,0,0,0,0,0,2,3
AVESA.00001b.r3.1Ag0002704,41,53,82,88,63,14,92,92,71,72,105
AVESA.00001b.r3.1Ag0002705,4,4,3,0,2,0,0,0,0,0,6
AVESA.00001b.r3.1Ag0002706,10,5,8,8,8,2,6,5,10,2,9
AVESA.00001b.r3.1Ag0002707,8,16,11,5,14,0,6,15,16,8,12
AVESA.00001b.r3.1Ag0002708,5,3,8,3,2,2,8,5,2,7,2
AVESA.00001b.r3.1Ag0002709,0,0,0,0,0,0,0,0,0,0,0
AVESA.00001b.r3.1Ag0002710,6,13,11,2,2,1,16,3,4,11,10
AVESA.00001b.r3.1Ag0002711,8,4,2,2,0,0,4,7,0,1,8
AVESA.00001b.r3.1Ag0002712,12,20,28,26,22,9,33,10,8,18,16
AVESA.00001b.r3.1Ag0002713,0,0,0,0,1,0,0,2,0,0,0
AVESA.00001b.r3.1Ag0002714,0,2,2,8,0,2,4,7,2,3,2
