name,cont_estres_R1,cont_estres_R2,cont_estres_R3,control_R1,control_R2,ctrl_N7_XT17_R1,ctrl_N7_XT17_R2,ctrl_N7_XT17_R3,estres_N7_XT17_R1,estres_N7_XT17_R2,estres_N7_XT17_R3
AVESA.00001b.r3.5Ag0000658,66,115,72,50,30,33,41,42,106,157,103
AVESA.00001b.r3.5Ag0000659,14,22,19,18,9,11,9,8,15,23,13
AVESA.00001b.r3.5Ag0000660,3,0,0,0,0,2,0,0,1,0,2
AVESA.00001b.r3.5Ag0000661,0,0,0,2,0,0,2,1,5,1,0
AVESA.00001b.r3.5Ag0000662,34,71,52,61,80,22,74,73,63,87,51
AVESA.00001b.r3.5Ag0000663,30,3,13,11,0,1,6,8,29,7,20
AVESA.00001b.r3.5Ag0000664,0,0,0,0,0,0,0,0,0,0,0
AVESA.00001b.r3.5Ag0000665,4,2,11,11,6,1,13,6,16,9,17
AVESA.00001b.r3.5Ag0000666,3,2,1,1,0,1,2,0,4,2,1
AVESA.00001b.r3.5Ag0000667,6,12,6,7,12,0,12,8,13,4,12
AVESA.00001b.r3.5Ag0000668,0,2,0,0,0,0,0,0,0,0,0
AVESA.00001b.r3.5Ag0000669,0,0,0,0,0,0,0,0,0,0,0
AVESA.00001b.r3.5Ag0000670,4,1,12,0,4,3,1,4,4,3,0
AVESA.00001b.r3.5Ag0000671,11,12,8,10,7,2,6,9,11,7,2
AVESA.00001b.r3.5Ag0000672,44,98,101,71,71,20,78,71,79,56,122
AVESA.00001b.r3.5Ag0000673,2,0,4,8,4,0,4,7,4,2,0
AVESA.00001b.r3.5Ag0000674,0,0,0,0,0,0,0,0,0,0,0
AVESA.00001b.r3.5Ag0000675,32,24,50,26,15,6,19,19,50,22,35
AVESA.00001b.r3.5Ag0000676,56,50,61,35,64,16,133,153,75,84,56
AVESA.00001b.r3.5Ag0000677,9,54,19,15,20,20,21,11,9,49,11
AVESA.00001b.r3.5Ag0000678,2,6,9,11,6,0,14,20,6,3,10
AVESA.00001b.r3.5Ag0000679,88,180,198,144,146,32,125,143,154,168,182
AVESA.00001b.r3.5Ag0000680,66,51,62,44,66,28,52,59,54,62,96
AVESA.00001b.r3.5Ag0000681,58,61,66,65,65,32,102,96,66,62,61
AVESA.00001b.r3.5Ag0000682,8,5,5,6,10,10,11,13,4,7,3
AVESA.00001b.r3.5Ag0000683,2,7,4,2,2,0,1,0,7,9,2
AVESA.00001b.r3.5Ag0000684,33,41,52,27,47,2,47,42,37,52,79
AVESA.00001b.r3.5Ag0000685,15,31,28,18,45,20,33,28,36,36,27
AVESA.00001b.r3.5Ag0000686,44,48,42,38,43,17,98,46,78,52,75
AVESA.00001b.r3.5Ag0000687,217,377,205,387,363,608,607,504,388,462,236
AVESA.00001b.r3.5Ag0000688,26,91,67,56,75,19,78,105,59,83,57
AVESA.00001b.r3.5Ag0000689,11,32,25,29,43,15,26,28,33,34,33
AVESA.00001b.r3.5Ag0000690,8,9,7,2,2,0,3,5,13,2,7
AVESA.00001b.r3.5Ag0000691,5,38,18,24,30,21,13,14,8,18,11
AVESA.00001b.r3.5Ag0000692,53,56,101,71,42,12,93,78,92,82,101
AVESA.00001b.r3.5Ag0000693,26,18,18,12,12,4,17,14,28,18,16
AVESA.00001b.r3.5Ag0000694,4,2,0,0,0,0,0,0,2,0,0
AVESA.00001b.r3.5Ag0000695,192,173,301,189,213,50,155,182,310,150,344
AVESA.00001b.r3.5Ag0000696,12,18,14,10,17,0,11,11,22,9,38
AVESA.00001b.r3.5Ag0000697,0,0,2,0,1,0,2,0,0,0,2
AVESA.00001b.r3.5Ag0000698,4,0,0,0,0,0,1,0,2,1,0
AVESA.00001b.r3.5Ag0000699,0,0,0,0,0,0,0,0,0,0,0
AVESA.00001b.r3.5Ag0000700,46,55,42,34,30,46,42,58,43,49,24
AVESA.00001b.r3.5Ag0000701,0,0,0,0,0,0,0,0,0,0,0
AVESA.00001b.r3.5Ag0000702,4,8,7,12,6,5,10,10,15,9,11
AVESA.00001b.r3.5Ag0000703,0,0,0,0,0,0,0,0,0,0,0
AVESA.00001b.r3.5Ag0000704,0,4,3,0,8,0,8,2,2,0,1
AVESA.00001b.r3.5Ag0000705,21,36,30,18,28,18,34,34,23,13,23
AVESA.00001b.r3.5Ag0000706,0,0,0,0,0,0,0,0,0,0,0
AVESA.00001b.r3.5Ag0000707,0,2,1,2,7,2,8,0,8,0,2
AVESA.00001b.r3.5Ag0000708,0,0,4,1,0,0,1,1,1,2,3
AVESA.00001b.r3.5Ag0000709,28,11,26,14,10,9,9,32,14,14,29
AVESA.00001b.r3.5Ag0000710,119,119,198,225,178,67,345,374,148,159,151
AVESA.00001b.r3.5Ag0000711,282,288,429,475,323,143,315,316,360,360,564
AVESA.00001b.r3.5Ag0000712,0,0,0,0,0,0,0,0,0,0,0
AVESA.00001b.r3.5Ag0000713,259,71,253,202,110,119,267,440,240,141,297
AVESA.00001b.r3.5Ag0000714,1,6,10,2,7,0,5,9,8,11,2
AVESA.00001b.r3.5Ag0000715,0,0,0,0,0,0,0,0,0,0,0
AVESA.00001b.r3.5Ag0000716,13,28,34,16,25,6,40,25,35,19,24
AVESA.00001b.r3.5Ag0000717,0,0,0,0,0,0,0,0,0,0,0
AVESA.00001b.r3.5Ag0000718,124,107,100,88,124,26,209,167,120,123,122
AVESA.00001b.r3.5Ag0000719,4,6,6,15,0,0,1,14,19,3,4
AVESA.00001b.r3.5Ag0000720,34,20,23,7,4,1,7,4,34,8,47
AVESA.00001b.r3.5Ag0000721,34,35,34,22,36,13,48,27,59,35,44
AVESA.00001b.r3.5Ag0000722,197,338,329,190,271,49,228,193,281,316,275
AVESA.00001b.r3.5Ag0000723,0,0,0,0,0,0,0,0,0,0,0
AVESA.00001b.r3.5Ag0000724,31,47,42,24,17,64,31,9,43,22,28
AVESA.00001b.r3.5Ag0000725,0,0,0,0,0,0,0,0,0,0,0
AVESA.00001b.r3.5Ag0000726,44,46,17,26,72,14,17,28,21,10,3
AVESA.00001b.r3.5Ag0000727,73,112,62,30,69,32,90,88,89,84,100
AVESA.00001b.r3.5Ag0000728,133,182,134,113,160,155,163,195,199,147,173
AVESA.00001b.r3.5Ag0000729,0,4,10,10,6,3,32,22,13,6,15
AVESA.00001b.r3.5Ag0000730,4,6,2,4,9,0,10,6,5,3,8
AVESA.00001b.r3.5Ag0000731,0,6,13,6,8,0,8,2,6,6,4
AVESA.00001b.r3.5Ag0000732,8,10,18,8,5,2,20,14,10,4,10
AVESA.00001b.r3.5Ag0000733,0,0,0,0,0,0,0,0,0,0,0
AVESA.00001b.r3.5Ag0000734,25,49,45,35,38,4,46,34,50,42,46
AVESA.00001b.r3.5Ag0000735,2,14,6,2,11,1,9,2,6,4,6
AVESA.00001b.r3.5Ag0000736,0,0,0,0,0,6,10,4,4,3,0
AVESA.00001b.r3.5Ag0000737,6,14,7,9,13,0,8,16,13,5,11
AVESA.00001b.r3.5Ag0000738,0,0,0,0,0,0,0,0,0,0,0
AVESA.00001b.r3.5Ag0000739,5,4,3,5,2,0,0,1,6,5,4
AVESA.00001b.r3.5Ag0000740,89,93,122,77,76,17,108,94,150,96,172
AVESA.00001b.r3.5Ag0000741,24,40,52,37,66,23,90,95,42,73,56
AVESA.00001b.r3.5Ag0000742,0,0,1,0,2,0,2,1,2,1,0
AVESA.00001b.r3.5Ag0000743,67,32,35,35,74,31,116,98,79,45,56
AVESA.00001b.r3.5Ag0000744,0,0,0,0,0,0,0,0,0,0,0
AVESA.00001b.r3.5Ag0000745,123,61,106,85,137,84,175,172,115,91,97
AVESA.00001b.r3.5Ag0000746,26,41,38,16,25,7,22,39,43,23,48
AVESA.00001b.r3.5Ag0000747,18,4,17,17,14,7,10,5,20,11,8
AVESA.00001b.r3.5Ag0000748,2,0,0,0,2,2,0,0,1,0,2
AVESA.00001b.r3.5Ag0000749,0,0,0,0,0,0,0,0,0,0,0
AVESA.00001b.r3.5Ag0000750,14,19,36,28,20,13,18,18,28,15,30
AVESA.00001b.r3.5Ag0000751,6,20,24,26,14,2,14,9,23,23,28
AVESA.00001b.r3.5Ag0000752,4,4,4,0,7,0,1,2,3,5,3
AVESA.00001b.r3.5Ag0000753,6,2,4,1,2,2,4,4,4,3,16
AVESA.00001b.r3.5Ag0000754,0,2,2,2,2,2,2,5,2,0,2
AVESA.00001b.r3.5Ag0000755,12,16,29,16,7,0,16,23,32,13,22
AVESA.00001b.r3.5Ag0000756,4,1,1,1,0,0,2,3,4,0,4
AVESA.00001b.r3.5Ag0000757,27,33,45,41,38,13,53,29,55,45,55
AVESA.00001b.r3.5Ag0000758,2,0,2,4,2,0,0,2,0,4,0
AVESA.00001b.r3.5Ag0000759,0,0,0,0,0,0,0,0,0,0,0
AVESA.00001b.r3.5Ag0000760,0,0,0,0,0,0,0,0,0,0,0
AVESA.00001b.r3.5Ag0000761,0,0,0,0,0,0,2,0,0,5,0
AVESA.00001b.r3.5Ag0000762,0,0,0,0,4,0,0,3,1,1,2
AVESA.00001b.r3.5Ag0000763,0,0,4,2,0,0,1,10,2,3,2
AVESA.00001b.r3.5Ag0000764,13,15,27,18,13,4,38,23,25,26,19
AVESA.00001b.r3.5Ag0000765,5,5,7,1,0,6,4,0,10,0,10
AVESA.00001b.r3.5Ag0000766,0,4,2,0,0,0,0,2,0,1,3
AVESA.00001b.r3.5Ag0000767,0,0,0,0,0,0,0,0,0,0,0
AVESA.00001b.r3.5Ag0000768,4,4,4,2,8,0,7,4,6,4,10
AVESA.00001b.r3.5Ag0000769,0,0,0,0,0,0,0,0,0,0,0
AVESA.00001b.r3.5Ag0000770,14,9,26,16,13,19,17,16,15,16,20
AVESA.00001b.r3.5Ag0000771,0,4,0,0,0,0,0,1,0,1,4
AVESA.00001b.r3.5Ag0000772,64,39,64,50,32,29,47,44,48,28,81
AVESA.00001b.r3.5Ag0000773,29,27,37,44,41,33,81,95,40,59,33
AVESA.00001b.r3.5Ag0000774,0,0,0,0,0,0,0,0,0,0,0
AVESA.00001b.r3.5Ag0000775,0,0,1,0,4,0,2,2,2,2,0
AVESA.00001b.r3.5Ag0000776,26,15,33,25,26,12,16,22,40,29,46
AVESA.00001b.r3.5Ag0000777,6,10,7,6,7,8,4,4,12,3,16
AVESA.00001b.r3.5Ag0000778,21,16,14,23,16,17,27,18,35,25,23
AVESA.00001b.r3.5Ag0000779,4,20,40,12,23,0,18,21,36,18,25
AVESA.00001b.r3.5Ag0000780,6,18,9,4,2,0,7,11,23,1,17
AVESA.00001b.r3.5Ag0000781,1,1,1,0,1,0,2,0,0,0,1
AVESA.00001b.r3.5Ag0000782,43,62,44,33,46,10,43,33,76,44,82
AVESA.00001b.r3.5Ag0000783,67,61,42,21,48,16,33,15,77,46,56
AVESA.00001b.r3.5Ag0000784,0,2,0,4,0,4,0,0,2,0,2
AVESA.00001b.r3.5Ag0000785,5,9,4,17,12,4,9,13,16,6,13
AVESA.00001b.r3.5Ag0000786,0,0,0,0,0,0,0,0,0,0,0
AVESA.00001b.r3.5Ag0000787,96,109,156,98,130,29,112,140,199,77,198
AVESA.00001b.r3.5Ag0000788,65,81,91,74,53,11,41,69,104,75,105
AVESA.00001b.r3.5Ag0000789,0,0,4,2,2,0,0,3,3,1,3
AVESA.00001b.r3.5Ag0000790,2,0,1,0,4,2,2,2,0,1,0
AVESA.00001b.r3.5Ag0000791,384,589,583,556,610,344,561,415,508,603,550
AVESA.00001b.r3.5Ag0000792,212,144,221,264,231,94,598,663,201,229,183
AVESA.00001b.r3.5Ag0000793,9,1,6,5,10,0,6,5,12,5,3
AVESA.00001b.r3.5Ag0000794,2,2,0,0,0,0,2,0,2,1,2
AVESA.00001b.r3.5Ag0000795,11,11,13,20,9,0,17,5,14,7,13
AVESA.00001b.r3.5Ag0000796,0,0,0,0,0,0,1,0,2,0,0
AVESA.00001b.r3.5Ag0000797,8,0,2,0,0,9,0,1,2,1,2
AVESA.00001b.r3.5Ag0000798,19,5,14,16,3,24,10,10,19,17,22
AVESA.00001b.r3.5Ag0000799,2,1,2,0,2,6,2,11,9,4,2
AVESA.00001b.r3.5Ag0000800,4,3,6,5,3,8,4,6,0,0,4
AVESA.00001b.r3.5Ag0000801,19,21,19,21,30,8,31,25,23,10,22
AVESA.00001b.r3.5Ag0000802,11,15,24,19,12,2,13,19,24,22,16
AVESA.00001b.r3.5Ag0000803,9,8,14,21,23,10,26,30,27,12,26
AVESA.00001b.r3.5Ag0000804,17,14,25,20,11,1,16,18,35,13,22
AVESA.00001b.r3.5Ag0000805,6,12,13,6,16,0,5,9,15,4,0
AVESA.00001b.r3.5Ag0000806,0,6,0,2,2,0,2,0,0,2,2
AVESA.00001b.r3.5Ag0000807,6,4,7,10,6,7,7,6,4,5,6
AVESA.00001b.r3.5Ag0000808,0,0,8,0,4,0,4,0,8,1,2
AVESA.00001b.r3.5Ag0000809,7,7,17,6,15,2,10,6,13,13,20
AVESA.00001b.r3.5Ag0000810,47,88,94,61,42,32,72,58,80,55,107
AVESA.00001b.r3.5Ag0000811,91,86,143,87,40,18,47,45,115,61,170
AVESA.00001b.r3.5Ag0000812,0,0,0,0,2,0,0,0,0,0,0
AVESA.00001b.r3.5Ag0000813,2,12,14,5,6,2,8,7,9,6,8
AVESA.00001b.r3.5Ag0000814,0,0,0,0,0,0,0,0,0,0,0
AVESA.00001b.r3.5Ag0000815,0,0,0,0,0,0,0,0,0,0,0
AVESA.00001b.r3.5Ag0000816,35,41,40,26,21,18,38,37,74,40,56
AVESA.00001b.r3.5Ag0000817,23,30,30,26,23,2,45,44,58,42,41
AVESA.00001b.r3.5Ag0000818,0,0,0,2,0,2,3,4,1,0,0
AVESA.00001b.r3.5Ag0000819,0,4,4,0,6,0,0,3,3,0,0
AVESA.00001b.r3.5Ag0000820,39,33,35,36,31,22,21,27,36,37,43
AVESA.00001b.r3.5Ag0000821,175,158,143,118,162,166,125,141,158,109,123
AVESA.00001b.r3.5Ag0000822,51,69,45,68,78,49,70,58,77,51,62
AVESA.00001b.r3.5Ag0000823,0,0,0,0,2,0,0,0,1,1,0
AVESA.00001b.r3.5Ag0000824,3,3,0,3,1,1,2,0,0,5,4
AVESA.00001b.r3.5Ag0000825,4,6,4,2,0,1,8,0,2,0,4
AVESA.00001b.r3.5Ag0000826,6,9,10,8,5,4,2,1,6,3,13
AVESA.00001b.r3.5Ag0000827,0,2,2,1,2,2,0,1,8,0,2
AVESA.00001b.r3.5Ag0000828,3,20,14,20,14,0,14,20,13,17,15
AVESA.00001b.r3.5Ag0000829,3,15,12,4,11,5,7,11,10,16,12
AVESA.00001b.r3.5Ag0000830,7,4,10,12,2,0,9,8,11,2,7
AVESA.00001b.r3.5Ag0000831,126,70,60,39,86,94,41,29,43,54,53
AVESA.00001b.r3.5Ag0000832,4,12,10,13,4,2,8,9,4,4,7
AVESA.00001b.r3.5Ag0000833,2,8,6,3,4,5,10,12,6,9,8
AVESA.00001b.r3.5Ag0000834,23,2,18,7,24,2,52,39,16,22,26
AVESA.00001b.r3.5Ag0000835,6,19,13,14,18,9,7,5,14,2,16
AVESA.00001b.r3.5Ag0000836,14,20,17,32,17,10,13,16,35,10,35
AVESA.00001b.r3.5Ag0000837,0,0,3,0,1,0,4,2,3,0,0
AVESA.00001b.r3.5Ag0000838,0,0,0,0,0,0,0,0,0,0,0
AVESA.00001b.r3.5Ag0000839,13,18,20,23,4,0,12,12,20,23,24
AVESA.00001b.r3.5Ag0000840,7,0,0,0,2,4,5,11,12,4,2
AVESA.00001b.r3.5Ag0000841,0,0,0,0,0,0,0,0,0,0,0
AVESA.00001b.r3.5Ag0000842,0,0,0,0,0,0,0,0,0,0,0
AVESA.00001b.r3.5Ag0000843,0,0,0,0,0,0,0,0,0,0,0
AVESA.00001b.r3.5Ag0000844,0,0,0,0,0,0,2,0,0,1,0
AVESA.00001b.r3.5Ag0000845,4,2,6,1,2,0,3,3,8,8,3
AVESA.00001b.r3.5Ag0000846,0,2,6,0,2,0,4,1,6,5,4
AVESA.00001b.r3.5Ag0000847,11,4,6,2,0,12,2,4,18,4,2
AVESA.00001b.r3.5Ag0000848,22,14,17,22,20,14,28,23,35,16,13
AVESA.00001b.r3.5Ag0000849,1,2,0,0,3,0,0,5,0,0,0
AVESA.00001b.r3.5Ag0000850,3,0,8,5,2,2,5,4,5,4,7
AVESA.00001b.r3.5Ag0000851,4,6,6,5,6,0,6,2,4,3,6
AVESA.00001b.r3.5Ag0000852,42,10,33,10,26,0,6,6,49,10,40
AVESA.00001b.r3.5Ag0000853,2,6,10,2,3,2,2,2,8,14,13
AVESA.00001b.r3.5Ag0000854,6,7,16,8,7,4,9,13,5,15,24
AVESA.00001b.r3.5Ag0000855,7,5,4,2,4,0,4,2,12,3,13
AVESA.00001b.r3.5Ag0000856,2,4,6,4,8,0,8,5,2,3,5
AVESA.00001b.r3.5Ag0000857,0,0,0,0,0,0,0,0,0,0,0
AVESA.00001b.r3.5Ag0000858,0,4,0,2,0,0,0,0,4,2,0
AVESA.00001b.r3.5Ag0000859,22,32,18,21,28,3,51,42,28,44,39
AVESA.00001b.r3.5Ag0000860,31,10,19,7,11,8,13,31,26,14,22
AVESA.00001b.r3.5Ag0000861,0,4,3,2,7,0,3,3,0,3,2
AVESA.00001b.r3.5Ag0000862,4,8,6,3,8,0,9,6,3,3,3
AVESA.00001b.r3.5Ag0000863,85,163,218,178,143,31,341,344,151,217,157
AVESA.00001b.r3.5Ag0000864,163,134,173,176,224,78,349,390,169,187,185
AVESA.00001b.r3.5Ag0000865,45,35,73,58,44,13,32,41,60,35,76
AVESA.00001b.r3.5Ag0000866,20,25,38,16,13,7,36,29,45,25,36
AVESA.00001b.r3.5Ag0000867,1,8,16,9,11,2,16,16,7,22,16
AVESA.00001b.r3.5Ag0000868,13,23,30,21,15,6,18,23,47,30,24
AVESA.00001b.r3.5Ag0000869,17,11,16,9,3,0,5,11,18,7,23
AVESA.00001b.r3.5Ag0000870,14,22,12,4,10,6,13,9,28,12,17
AVESA.00001b.r3.5Ag0000871,2,1,2,0,0,0,0,0,2,0,1
AVESA.00001b.r3.5Ag0000872,4,2,7,2,3,0,4,2,10,4,5
AVESA.00001b.r3.5Ag0000873,0,0,0,0,0,0,0,0,0,0,0
AVESA.00001b.r3.5Ag0000874,4,4,3,7,2,0,4,9,2,3,6
AVESA.00001b.r3.5Ag0000875,2,11,13,8,2,4,12,6,10,7,8
AVESA.00001b.r3.5Ag0000876,39,31,34,29,40,18,116,69,40,38,52
AVESA.00001b.r3.5Ag0000877,10,9,12,12,9,23,8,6,9,11,13
AVESA.00001b.r3.5Ag0000878,3,6,8,2,5,1,0,4,2,4,8
AVESA.00001b.r3.5Ag0000879,43,60,43,40,51,4,35,47,48,53,44
AVESA.00001b.r3.5Ag0000880,102,78,92,93,133,61,118,79,75,282,101
AVESA.00001b.r3.5Ag0000881,0,0,0,0,0,0,0,0,0,0,0
AVESA.00001b.r3.5Ag0000882,6,4,8,18,8,12,14,39,6,7,14
AVESA.00001b.r3.5Ag0000883,0,2,0,0,0,2,0,0,0,0,0
AVESA.00001b.r3.5Ag0000884,8,4,7,10,10,4,19,19,4,8,9
AVESA.00001b.r3.5Ag0000885,71,78,123,84,76,18,61,55,106,52,96
AVESA.00001b.r3.5Ag0000886,6,14,16,2,10,0,10,7,1,3,14
AVESA.00001b.r3.5Ag0000887,10,11,4,8,0,2,7,2,12,9,6
AVESA.00001b.r3.5Ag0000888,0,0,0,0,0,0,0,0,0,0,0
AVESA.00001b.r3.5Ag0000889,23,8,10,15,11,8,12,23,30,19,22
AVESA.00001b.r3.5Ag0000890,0,0,0,0,0,0,0,0,0,0,0
AVESA.00001b.r3.5Ag0000891,25,16,22,12,14,26,36,23,41,26,40
AVESA.00001b.r3.5Ag0000892,0,13,6,3,4,1,2,4,0,4,6
AVESA.00001b.r3.5Ag0000893,2,0,0,4,0,0,6,0,1,1,8
AVESA.00001b.r3.5Ag0000894,0,0,0,0,0,0,0,1,0,2,0
AVESA.00001b.r3.5Ag0000895,37,39,39,41,38,16,45,37,58,40,54
AVESA.00001b.r3.5Ag0000896,2,0,0,4,0,0,2,2,0,0,0
AVESA.00001b.r3.5Ag0000897,42,90,105,70,63,42,67,74,92,78,103
AVESA.00001b.r3.5Ag0000898,0,0,0,0,1,0,0,0,2,0,0
AVESA.00001b.r3.5Ag0000899,0,4,2,2,0,0,0,2,4,1,0
AVESA.00001b.r3.5Ag0000900,35,44,29,40,30,20,22,32,40,36,44
AVESA.00001b.r3.5Ag0000901,195,374,419,318,323,65,228,247,340,319,412
AVESA.00001b.r3.5Ag0000902,4,4,13,12,8,2,12,3,10,4,9
AVESA.00001b.r3.5Ag0000903,85,131,160,113,88,29,85,115,131,140,144
AVESA.00001b.r3.5Ag0000904,0,1,0,2,2,0,0,0,1,1,1
AVESA.00001b.r3.5Ag0000905,601,766,541,504,586,341,515,583,569,576,490
AVESA.00001b.r3.5Ag0000906,34,187,60,58,84,17,198,134,108,78,96
AVESA.00001b.r3.5Ag0000907,2,0,2,2,0,0,0,1,0,4,0
AVESA.00001b.r3.5Ag0000908,0,2,0,0,0,0,0,2,0,0,0
AVESA.00001b.r3.5Ag0000909,9,15,11,8,7,15,12,16,20,15,14
AVESA.00001b.r3.5Ag0000910,24,16,15,20,19,7,15,18,21,14,8
AVESA.00001b.r3.5Ag0000911,42,6,36,43,16,50,45,63,89,11,26
AVESA.00001b.r3.5Ag0000912,27,98,67,57,47,14,49,56,82,50,67
AVESA.00001b.r3.5Ag0000913,146,75,123,59,153,108,168,165,129,94,138
AVESA.00001b.r3.5Ag0000914,72,88,84,50,63,10,44,43,77,61,95
AVESA.00001b.r3.5Ag0000915,107,68,100,75,59,35,103,101,103,86,109
AVESA.00001b.r3.5Ag0000916,25,21,16,36,28,15,14,23,35,19,26
AVESA.00001b.r3.5Ag0000917,0,0,0,0,0,0,0,1,0,0,0
AVESA.00001b.r3.5Ag0000918,4,0,5,10,6,0,6,13,2,6,5
AVESA.00001b.r3.5Ag0000919,2,6,6,1,6,6,6,4,8,1,4
AVESA.00001b.r3.5Ag0000920,0,2,0,0,0,0,0,0,2,0,1
AVESA.00001b.r3.5Ag0000921,28,14,13,14,35,22,36,46,12,18,16
AVESA.00001b.r3.5Ag0000922,2,0,0,0,0,0,3,0,4,2,2
AVESA.00001b.r3.5Ag0000923,24,24,41,16,23,6,54,38,27,38,32
AVESA.00001b.r3.5Ag0000924,7,10,8,19,8,4,3,10,12,10,6
AVESA.00001b.r3.5Ag0000925,24,20,12,15,8,12,24,10,25,13,11
AVESA.00001b.r3.5Ag0000926,0,4,3,4,0,0,2,2,5,6,4
AVESA.00001b.r3.5Ag0000927,4,0,10,6,5,2,8,7,18,5,9
AVESA.00001b.r3.5Ag0000928,2,8,17,3,5,2,20,14,4,11,6
AVESA.00001b.r3.5Ag0000929,9,17,10,17,19,0,7,11,20,15,30
AVESA.00001b.r3.5Ag0000930,48,65,70,54,42,14,55,64,88,52,65
AVESA.00001b.r3.5Ag0000931,2,2,0,0,0,0,0,0,0,0,0
AVESA.00001b.r3.5Ag0000932,0,4,2,3,2,0,3,7,9,6,0
AVESA.00001b.r3.5Ag0000933,41,59,61,24,38,2,35,56,54,47,55
AVESA.00001b.r3.5Ag0000934,7,3,8,6,5,0,2,8,12,2,3
AVESA.00001b.r3.5Ag0000935,20,30,29,26,16,2,21,11,31,13,26
AVESA.00001b.r3.5Ag0000936,7,9,19,10,15,5,15,21,11,11,17
AVESA.00001b.r3.5Ag0000937,0,10,4,25,6,0,6,6,6,7,8
AVESA.00001b.r3.5Ag0000938,19,27,25,17,12,6,6,18,25,17,30
AVESA.00001b.r3.5Ag0000939,14,18,11,11,9,2,5,6,25,16,17
AVESA.00001b.r3.5Ag0000940,6,0,2,0,2,0,0,6,0,0,0
AVESA.00001b.r3.5Ag0000941,9,4,12,4,11,13,2,11,6,6,9
AVESA.00001b.r3.5Ag0000942,0,0,0,0,0,0,0,0,0,0,0
AVESA.00001b.r3.5Ag0000943,0,0,0,0,0,2,0,0,0,0,1
AVESA.00001b.r3.5Ag0000944,29,41,38,20,21,5,27,50,37,36,58
AVESA.00001b.r3.5Ag0000945,2,0,5,5,2,0,2,6,2,5,6
AVESA.00001b.r3.5Ag0000946,16,23,48,37,22,22,47,39,40,25,25
AVESA.00001b.r3.5Ag0000947,70,2,24,24,18,29,82,66,106,15,26
AVESA.00001b.r3.5Ag0000948,56,107,96,89,73,58,115,147,125,131,103
AVESA.00001b.r3.5Ag0000949,2,6,0,7,2,0,2,1,11,0,4
AVESA.00001b.r3.5Ag0000950,4,0,0,0,0,0,0,0,0,0,0
AVESA.00001b.r3.5Ag0000951,22,58,46,28,39,10,32,36,54,50,50
AVESA.00001b.r3.5Ag0000952,141,146,151,134,105,104,84,125,170,110,161
AVESA.00001b.r3.5Ag0000953,1,2,2,2,2,0,2,0,2,2,0
AVESA.00001b.r3.5Ag0000954,32,35,35,50,48,25,66,57,62,31,63
AVESA.00001b.r3.5Ag0000955,2,2,0,0,0,0,4,0,2,0,4
AVESA.00001b.r3.5Ag0000956,75,62,90,70,61,49,71,94,115,77,114
AVESA.00001b.r3.5Ag0000957,0,0,0,4,0,0,0,3,0,0,0
AVESA.00001b.r3.5Ag0000958,36,22,28,20,38,6,69,54,33,24,28
AVESA.00001b.r3.5Ag0000959,4,9,6,1,6,0,4,2,6,2,0
AVESA.00001b.r3.5Ag0000960,0,0,0,0,0,0,0,0,2,0,0
AVESA.00001b.r3.5Ag0000961,53,54,53,41,38,6,33,35,55,39,40
AVESA.00001b.r3.5Ag0000962,0,2,0,0,0,0,0,0,0,0,2
AVESA.00001b.r3.5Ag0000963,37,22,24,17,14,4,32,36,29,21,34
AVESA.00001b.r3.5Ag0000964,17,14,12,8,8,4,9,8,18,6,14
AVESA.00001b.r3.5Ag0000965,4,8,5,7,4,0,17,13,8,5,5
AVESA.00001b.r3.5Ag0000966,82,21,46,10,18,28,34,33,84,20,61
AVESA.00001b.r3.5Ag0000967,12,15,40,12,12,6,4,17,13,5,14
AVESA.00001b.r3.5Ag0000968,0,0,0,0,0,0,0,0,0,0,0
AVESA.00001b.r3.5Ag0000969,0,0,0,0,0,0,0,0,0,0,0
AVESA.00001b.r3.5Ag0000970,34,41,46,54,28,37,33,43,21,28,45
AVESA.00001b.r3.5Ag0000971,47,14,10,25,31,43,14,16,21,16,35
AVESA.00001b.r3.5Ag0000972,0,0,0,0,2,0,0,0,0,0,0
AVESA.00001b.r3.5Ag0000973,4,4,1,2,0,1,4,7,0,2,2
AVESA.00001b.r3.5Ag0000974,27,35,45,33,25,16,38,30,29,29,35
AVESA.00001b.r3.5Ag0000975,14,9,10,7,7,4,4,8,22,17,12
AVESA.00001b.r3.5Ag0000976,0,0,0,0,0,0,0,0,0,0,0
AVESA.00001b.r3.5Ag0000977,0,1,1,0,1,0,0,1,0,5,3
AVESA.00001b.r3.5Ag0000978,0,0,0,0,0,2,4,0,1,0,0
AVESA.00001b.r3.5Ag0000979,0,3,5,6,6,0,1,5,7,9,3
AVESA.00001b.r3.5Ag0000980,0,0,2,0,0,0,0,0,1,2,0
AVESA.00001b.r3.5Ag0000981,2,14,6,7,6,0,9,5,4,17,17
AVESA.00001b.r3.5Ag0000982,0,0,2,0,0,0,0,0,0,0,0
AVESA.00001b.r3.5Ag0000983,10,2,20,4,7,6,2,3,10,2,8
AVESA.00001b.r3.5Ag0000984,0,2,4,4,0,0,0,0,4,7,6
AVESA.00001b.r3.5Ag0000985,11,10,4,9,10,0,8,12,14,7,20
AVESA.00001b.r3.5Ag0000986,0,0,0,0,0,0,0,0,0,0,0
AVESA.00001b.r3.5Ag0000987,5,5,12,6,7,2,6,3,10,4,11
